,gvkey,fyear,tic,acctstd,ajex,ajp,curncd,currtr,pddur,src,acdo,aco,acodo,acominc,acox,act,aldo,am,ao,aocidergl,aociother,aocipen,aodo,aoloch,aox,ap,aqc,at,bkvlps,caps,capx,capxv,ceq,ceql,ceqt,ch,che,chech,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cogs,cshfd,cshi,csho,cshpri,cstk,cstkcv,cstke,dc,dclo,dcom,dcpstk,dcvsr,dcvsub,dcvt,dd,dd1,dd2,diladj,dilavx,dlc,dltis,dlto,dltr,dltt,dm,dn,do,donr,dp,dpact,dpc,dpvieb,drc,drlt,ds,dudd,dv,dvc,dvp,dvpa,dvt,ebit,ebitda,emp,epsfi,epsfx,epspi,epspx,esopct,esopnr,esopt,esub,esubc,exre,fatc,fatn,fiao,fincf,fopo,fopox,gdwl,gp,ib,ibadj,ibc,ibcom,ibmii,icapt,intan,intano,intc,intpn,invch,invt,ivaco,ivaeq,ivao,ivch,ivncf,ivst,ivstch,lco,lcox,lcoxdr,lct,lifr,lo,loxdr,lse,lt,mib,mibn,mibt,mii,mrc1,mrcta,msa,ni,niadj,nopi,nopio,np,oancf,oiadp,oibdp,opeps,oprepsx,pi,pnca,pncad,pncaeps,pnrsho,ppegt,ppent,ppeveb,prca,prcad,prcaeps,prsho,prstkc,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,re,rea,reajo,recch,recco,rect,recta,rectr,reuna,revt,sale,seq,seqo,siv,spce,spced,spceeps,spi,sppiv,sstk,teq,tstk,tstkc,tstkn,txbco,txbcof,txdb,txdba,txdbca,txdbcl,txdc,txdi,txditc,txfo,txndb,txndba,txndbl,txo,txp,txpd,txr,txt,txw,wcap,xacc,xido,xidoc,xint,xopr,xsga,exchg,naicsh,sich,cshtr_c,dvpsp_c,dvpsx_c,prcc_c,prch_c,prcl_c,adjex_c,cshtr_f,dvpsp_f,dvpsx_f,prcc_f,prch_f,prcl_f,adjex_f,auop,ceoso,cfoso,gsubind,naics,priusa,sic,stko
1425,100135,2011,TATYY,DI,1.0,1.0,GBP,1.5985,12,3,159.85,367.657,190.22299999999998,204.608,350.07300000000004,2220.317,0.0,28.773000000000003,383.64099999999996,3.197,156.653,,383.64099999999996,-143.865,383.64099999999996,409.216,11.19,4645.241,14.1855,661.779,163.047,163.047,1651.251,1651.251,1131.74,677.7639999999999,677.7639999999999,-332.48800000000006,322.897,493.93699999999995,-47.95399999999999,-7.992999999999999,6.394,-27.175,-86.319,-1.599,316.503,4232.8279999999995,118.725,117.04,116.404,116.425,187.025,1.6,0.0,0.0,35.167,0.0,0.0,0.0,0.0,0.0,91.115,164.646,14.387,0.0,490.74,225.389,12.788,14.387,308.51099999999997,1286.7930000000001,35.167,1146.124,-3.197,17.584,164.646,2455.2960000000003,164.646,2455.2960000000003,,,0.0,0.0,179.032,179.032,0.0,0.0,179.032,-214.199,-49.553000000000004,4.636,4.11,4.12,4.19,4.22,0.0,0.0,0.0,752.8939999999999,,-11.19,,,-3.197,-503.528,-4.796,-4.796,346.875,-49.553000000000004,490.74,490.74,490.74,490.74,490.74,2978.006,519.511,172.636,1.599,68.736,-78.327,719.324,-35.166,7.992999999999999,39.961999999999996,9.591000000000001,-187.024,0.0,0.0,391.63199999999995,249.365,249.365,1104.5639999999999,0.0,522.7080000000001,522.7080000000001,4645.241,2954.028,0.0,39.961999999999996,39.961999999999996,0.0,49.553999999999995,151.858,,487.543,487.543,880.775,875.9789999999999,60.743,369.254,-214.199,-49.553000000000004,3.57,3.51,605.832,-10.39,-0.09,-0.09,0.0,3929.113,1473.817,3929.113,0.0,0.0,0.0,0.0,30.372,0.0,0.0,0.0,0.0,0.0,0.0,802.447,,159.85,-99.10700000000001,33.569,455.57300000000004,44.758,422.004,597.839,4183.275,4183.275,1651.251,0.0,28.773000000000003,481.389,4.04,4.14,108.698,0.0,4.796,1691.213,0.0,0.0,0.636,0.0,0.0,39.963,59.145,4.796,4.796,,103.902,39.963,11.19,19.182000000000002,59.145,39.963,0.0,78.327,-25.576,0.0,115.09200000000001,0.0,1115.753,142.267,-3.197,39.963,169.442,4232.8279999999995,,19,31131.0,2060.0,,1.517451,1.534967,43.794,44.048,32.046,1.0,,1.534967,1.534967,45.056999999999995,45.607,35.449,1.0,1.0,E,E,30202030,31131,90,2060,3
1426,100135,2012,TATYY,DI,1.0,1.0,GBP,1.5193,12,3,0.0,186.87400000000002,165.604,211.183,165.604,2070.806,0.0,25.828000000000003,112.428,3.0389999999999997,147.372,,112.428,-100.274,112.428,401.095,0.0,4234.289000000001,13.5005,628.99,139.776,139.776,1573.995,1573.995,1033.124,575.815,575.815,-101.79299999999999,195.99,422.365,41.021,1.5190000000000001,3.0389999999999997,-30.386,-237.011,-1.518,192.951,4255.559,118.375,117.04799999999999,116.588,116.05,177.75799999999998,1.52,0.0,0.0,31.905,0.0,0.0,0.0,0.0,0.0,77.484,16.712,522.639,0.0,395.01800000000003,113.947,36.463,10.635,180.795,1247.345,31.905,1127.3210000000001,27.346999999999998,39.501999999999995,164.084,2546.347,164.084,2546.347,,,0.0,0.0,177.75799999999998,177.75799999999998,0.0,0.0,177.75799999999998,-195.989,-31.905,4.3260000000000005,3.56,3.34,3.63,3.4,0.0,0.0,0.0,723.187,,1.5190000000000001,,,-3.0389999999999997,-358.55400000000003,39.501999999999995,39.501999999999995,329.68800000000005,-31.905,395.01800000000003,395.01800000000003,395.01800000000003,395.01800000000003,395.01800000000003,2821.34,540.871,211.183,3.0389999999999997,54.695,-71.407,774.8430000000001,-7.597,9.116,45.57899999999999,6.077000000000001,-126.102,0.0,0.0,300.822,176.239,176.239,896.387,0.0,480.099,480.099,4234.289000000001,2660.2940000000003,0.0,0.0,0.0,0.0,36.463,133.69799999999998,,422.365,422.365,837.1339999999999,835.615,97.235,381.344,-195.989,-31.905,3.49,3.43,469.464,-5.925,-0.05,-0.05,0.0,4001.836,1455.489,4001.836,0.0,0.0,0.0,0.0,34.944,0.0,0.0,0.0,0.0,0.0,0.0,767.247,,150.411,-57.733000000000004,31.905,533.274,60.772,501.369,556.064,4223.654,4223.654,1573.995,0.0,22.79,381.19300000000004,3.22,3.28,-18.232,0.0,1.5190000000000001,1573.995,0.0,0.0,0.46,0.0,0.0,36.463,12.154000000000002,6.077000000000001,6.077000000000001,,39.501999999999995,36.463,34.944,-24.309,12.154000000000002,36.463,0.0,80.523,27.346999999999998,0.0,74.446,0.0,1174.4189999999999,124.583,27.346999999999998,12.154000000000002,153.44899999999998,4255.559,,19,31131.0,2060.0,,1.54509,1.582798,49.545,50.537,39.068000000000005,1.0,,1.582798,1.582798,51.626999999999995,52.729,39.068000000000005,1.0,1.0,E,E,30202030,31131,90,2060,3
1427,100135,2013,TATYY,DI,1.0,1.0,GBP,1.6675,12,3,0.0,176.757,155.079,96.71600000000001,155.079,2014.34,0.0,35.018,50.026,1.6680000000000001,161.748,,50.026,-178.424,50.026,360.18,25.013,4213.773,15.0224,690.345,190.095,190.095,1749.2079999999999,1749.2079999999999,1100.55,660.33,660.33,28.346999999999998,266.8,455.228,-216.775,-1.6680000000000001,0.0,0.0,-53.36,83.375,266.8,4497.249,117.625,117.051,116.44,116.025,195.09799999999998,1.67,0.0,0.0,28.348000000000003,0.0,0.0,0.0,0.0,0.0,78.37,510.254,15.008,0.0,408.538,565.2819999999999,6.67,6.67,80.04,732.0310000000001,28.348000000000003,618.643,46.69,0.0,196.766,2711.355,196.766,2711.355,,,0.0,0.0,206.77,206.77,0.0,0.0,206.77,-180.09,16.676,4.523,3.87,3.47,3.92,3.52,0.0,0.0,0.0,733.7,,-55.027,,,0.0,-328.49800000000005,43.355,43.355,360.18,16.676,408.538,408.538,408.538,408.538,408.538,2482.907,648.658,288.478,3.335,55.028,108.387,697.013,-66.7,10.005,48.358000000000004,6.67,-228.44799999999998,0.0,0.0,273.471,165.083,165.083,1265.633,0.0,390.195,390.195,4213.773,2462.897,0.0,1.6680000000000001,1.6680000000000001,0.0,35.018,141.738,,455.228,455.228,732.033,728.698,55.028,640.32,-180.09,16.676,3.55,3.5,483.575,-44.43899999999999,-0.38,-0.38,0.0,4153.741,1442.386,4153.741,0.0,0.0,0.0,0.0,48.358000000000004,0.0,0.0,0.0,0.0,0.0,0.0,863.765,,163.416,61.698,33.35,480.24,-66.7,446.89,767.049,4513.925,4513.925,1749.2079999999999,0.0,3.335,360.847,3.06,3.11,-16.675,0.0,0.0,1750.876,0.0,0.0,0.611,0.0,0.0,75.038,11.673,1.6680000000000001,1.6680000000000001,,3.335,75.038,71.702,-63.365,11.673,75.038,0.0,66.7,38.353,0.0,75.03699999999999,0.0,748.707,108.38799999999999,46.69,0.0,51.693000000000005,4497.249,,19,31131.0,2060.0,,1.611808,1.649952,53.597,53.606,47.283,1.0,,1.649952,1.649952,44.513000000000005,53.606,41.623999999999995,1.0,1.0,E,E,30202030,31131,90,2060,3
1428,100581,2010,LRLCY,DI,1.0,1.0,EUR,1.3269,12,3,0.0,848.685,571.496,1457.6,571.496,9283.39,0.0,,830.7719999999999,,1576.49,,830.7719999999999,-87.973,830.7719999999999,4184.378,,31904.647,6.6892,1523.6789999999999,899.505,899.505,19721.582,19721.582,9229.651,2057.226,2057.226,500.772,2286.9120000000003,2974.91,614.753,-9.156,3.052,0.0,-182.051,-1111.5439999999999,2283.86,6540.025,2956.962,3004.9629999999997,2948.28,2932.915,159.493,0.05,0.0,0.0,70.59100000000001,0.0,0.0,0.0,0.0,0.0,0.0,859.831,,0.0,2971.8579999999997,1017.732,5.308,1023.173,1940.592,1093.764,70.59100000000001,0.0,0.0,0.0,1018.6610000000001,5487.66,,5487.66,0.0,0.0,0.0,0.0,1222.871,1166.08,0.0,0.0,1166.08,4056.2009999999996,5074.862,66.619,1.01,1.01,1.01,1.01,0.0,0.0,0.0,,,102.038,,0.0,190.543,-2899.409,1086.731,1086.731,7602.606,19328.952,2971.8579999999997,2971.8579999999997,2974.91,2971.8579999999997,2974.91,20819.194,10491.931,2889.325,0.0,61.833999999999996,-287.937,2401.821,-188.951,,7745.779,,-1085.404,0.0,0.0,3310.616,2001.231,2001.231,8733.788,0.0,1738.6370000000002,1738.6370000000002,31904.647,12179.216999999999,0.0,3.8480000000000003,3.8480000000000003,3.052,499.711,546.4169999999999,,2971.8579999999997,2971.8579999999997,409.348,376.574,157.901,4383.5470000000005,4056.2009999999996,5074.862,1.07,1.06,4182.255999999999,-3.536,0.0,0.0,0.0,9040.435,3552.775,9040.435,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,19167.468999999997,0.0,1576.49,,412.533,3975.658,-118.89,3563.125,17709.869,25868.977000000003,25868.977000000003,19721.582,0.0,3.052,3016.7070000000003,1.03,1.03,-203.28099999999998,0.133,244.15,19725.43,1129.059,1129.059,56.683,0.0,0.0,613.028,830.7719999999999,0.0,0.0,145.959,145.959,613.028,,217.74400000000003,830.7719999999999,613.028,0.0,221.062,946.4780000000001,0.0,1207.346,0.0,549.602,1309.385,0.0,0.0,80.012,20794.115,14254.09,19,325620.0,2844.0,,0.383583,0.383583,22.291,24.596999999999998,17.689,1.0,,0.383583,0.383583,22.291,24.596999999999998,17.689,1.0,1.0,E,E,30302010,325620,90,2844,3
1429,100581,2011,LRLCY,DI,1.0,1.0,EUR,1.2973,12,3,0.0,771.7639999999999,471.699,2697.865,471.699,10018.529,0.0,,871.007,-9.6,237.017,-1033.17,871.007,-236.109,871.007,4213.241,,34842.364,7.6977,1649.3870000000002,1123.072,1123.072,22877.107000000004,22877.107000000004,11614.078000000001,2143.399,2143.399,132.065,4439.361,3166.58,148.541,-6.357,3.2439999999999998,0.0,-150.746,1281.343,4436.117,6628.295,2988.1659999999997,3014.92,2971.9320000000002,2963.816,156.454,0.05,0.0,0.0,61.622,0.0,0.0,0.0,0.0,0.0,0.0,369.471,,0.0,3163.336,1415.095,0.0,12.972999999999999,1730.08,74.595,61.622,0.0,0.0,0.0,962.8560000000001,5742.109,,5742.109,0.0,0.0,0.0,0.0,1436.89,1382.014,0.0,0.0,1382.014,4271.49,5234.346,68.88600000000001,1.06,1.06,1.06,1.06,0.0,0.0,0.0,,,30.357,,0.0,160.217,-1630.318,909.5369999999999,909.5369999999999,8049.228,19762.808999999997,3163.336,3163.336,3166.58,3163.336,3166.58,22955.724,11263.028999999999,3213.801,0.0,64.735,-260.628,2662.1890000000003,-910.9639999999999,,8952.537,1.557,-2035.5929999999998,0.0,0.0,3330.688,1982.664,1982.664,9249.619,0.0,1757.8410000000001,1757.8410000000001,34842.364,11961.235,0.0,4.022,4.022,3.2439999999999998,540.715,385.168,3471.315,3163.336,3163.336,421.62300000000005,383.48199999999997,1045.624,3767.619,4271.49,5234.346,1.13,1.12,4497.35,-98.57600000000001,-0.03,-0.03,0.0,9479.371,3737.262,9479.371,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21907.246,,-805.753,,401.125,4441.177,32.303000000000004,3886.9709999999995,19209.381,26391.104,26391.104,22877.107000000004,0.0,,3124.7990000000004,1.05,1.05,-124.93,-2.205,270.098,22881.129,835.98,835.98,42.988,0.0,0.0,879.18,871.007,0.0,0.0,111.43799999999999,111.43799999999999,879.18,,-8.173,871.007,879.18,0.0,290.595,1129.3,153.08100000000002,1330.77,0.0,768.91,1348.024,0.0,0.0,70.833,21156.757999999998,14528.463,19,325620.0,2844.0,,0.533768,0.533768,20.951999999999998,25.97,18.974,1.0,,0.533768,0.533768,20.951999999999998,25.97,18.974,1.0,1.0,E,E,30302010,325620,90,2844,3
1430,100581,2012,LRLCY,DI,1.0,1.0,EUR,1.3186,12,3,0.0,883.198,574.25,4584.772,574.25,10825.178999999998,0.0,,946.4910000000001,125.794,201.35,-1408.7920000000001,946.4910000000001,-15.955,946.4910000000001,4375.115,,38931.797,9.2254,2213.929,1259.263,1259.263,27600.408,27600.408,15596.401000000002,2404.072,2404.072,225.481,5627.653,3784.909,-177.088,100.345,3.6919999999999997,0.0,-244.205,2163.692,5623.960999999999,7590.916,3026.527,3044.054,2991.783,2992.415,160.605,0.05,0.0,0.0,51.556999999999995,0.0,0.0,0.0,0.0,0.0,0.0,237.74400000000003,,0.0,3781.349,265.171,0.0,10.285,17.669,61.842,51.556999999999995,0.0,0.0,0.0,1095.625,6076.6359999999995,,6076.6359999999995,0.0,0.0,0.0,0.0,1672.249,1587.99,0.0,0.0,1587.99,4875.393,5971.018,72.637,1.25,1.25,1.27,1.27,0.0,0.0,0.0,,,-22.944000000000003,,0.0,540.89,-2684.406,1025.871,1025.871,8542.155,22028.4,3781.349,3781.349,3784.909,3781.349,3784.909,27668.578999999998,12004.007,3461.8520000000003,0.0,45.492,19.252,2681.7690000000002,-605.106,,11249.372,,-1724.861,0.0,0.0,3551.5170000000003,2080.355,2080.355,8398.823,0.0,1856.457,1856.457,38931.797,11325.06,0.0,6.329,6.329,3.56,596.798,336.24300000000005,5810.675,3781.349,3781.349,454.52099999999996,413.249,27.427,4657.692,4875.393,5971.018,1.31,1.29,5110.762,0.428,0.0,0.0,0.0,9983.384,3906.748,9983.384,0.0,0.0,0.0,0.0,339.80300000000005,0.0,0.0,0.0,0.0,0.0,0.0,26418.548,0.0,-1081.6480000000001,-283.235,444.10400000000004,4856.14,-144.255,4231.124,21833.776,29619.316000000003,29619.316000000003,27600.408,0.0,139.50799999999998,3787.005,1.25,1.27,-163.375,-5.67,,27606.737,1192.674,1192.674,52.271,0.0,0.0,1007.938,946.4910000000001,0.0,0.0,22.811999999999998,22.811999999999998,1007.938,,-61.446999999999996,946.4910000000001,1007.938,0.0,207.02,1468.92,180.912,1325.8529999999998,0.0,2426.356,1471.162,0.0,0.0,55.777,23648.298,16057.382,19,325620.0,2844.0,,0.5242640000000001,0.5242640000000001,27.66,27.939,20.269000000000002,1.0,,0.5242640000000001,0.5242640000000001,27.66,27.939,20.269000000000002,1.0,1.0,E,E,30302010,325620,90,2844,3
1431,100581,2013,LRLCY,DI,1.0,1.0,EUR,1.3779,12,3,0.0,1120.509,796.1510000000001,5241.1179999999995,796.1510000000001,12889.014,0.0,,932.15,149.64,78.265,-1211.863,932.15,165.072,932.15,4610.4529999999995,,43125.928,10.4007,2895.244,1461.263,1461.263,31191.522,31191.522,18783.119,3592.599,3592.599,1080.411,4530.535,4080.513,-629.7,12.539000000000001,4.271,0.0,172.375,894.808,4526.264,7856.371999999999,3040.005,3029.509,2998.97,2988.67,167.00099999999998,0.06,0.0,0.0,38.580999999999996,0.0,0.0,0.0,0.0,0.0,0.0,362.663,,0.0,4076.1040000000003,411.85400000000004,0.0,90.52799999999999,19.015,129.109,38.580999999999996,0.0,0.0,0.0,1240.248,6440.1669999999995,,6440.1669999999995,0.0,0.0,0.0,0.0,1965.5739999999998,1902.329,0.0,0.0,1902.329,5283.8330000000005,6524.081,77.452,1.34,1.34,1.36,1.36,0.0,0.0,0.0,,,-107.89,,0.0,583.403,-2092.479,1291.506,1291.506,8897.927,23803.085,4076.1040000000003,4076.1040000000003,4080.513,4076.1040000000003,4080.513,31328.623,12408.403,3510.4759999999997,0.0,42.302,-310.992,2974.333,-304.24,,12688.117,121.118,-1886.621,0.0,0.0,3785.9179999999997,2279.598,2279.598,9086.699,0.0,1602.774,1602.774,43125.928,11926.413999999999,0.0,7.992000000000001,7.992000000000001,4.409,593.186,343.786,7005.519,4076.1040000000003,4076.1040000000003,497.42199999999997,451.26199999999994,49.191,5167.401,5283.8330000000005,6524.081,1.43,1.42,5545.221,-1.1640000000000001,0.0,0.0,0.0,10648.411,4208.244000000001,10648.411,0.0,0.0,0.0,0.0,910.2410000000001,0.0,0.0,0.0,0.0,0.0,0.0,28912.062,0.0,-983.9580000000001,-289.221,488.741,5201.573,-780.443,4482.998,23670.944,31659.457000000002,31659.457000000002,31191.522,0.0,,4074.94,1.34,1.36,-186.292,0.0,,31199.514,782.785,782.785,30.539,0.0,0.0,1107.8319999999999,932.15,0.0,0.0,10.059,10.059,1107.8319999999999,,-175.68200000000002,932.15,1107.8319999999999,0.0,278.474,1390.1629999999998,229.834,1464.7079999999999,0.0,3802.315,1506.32,0.0,0.0,49.742,25135.376,17279.004,19,325620.0,2844.0,,0.596464,0.596464,35.193000000000005,35.727,27.298000000000002,1.0,,0.596464,0.596464,35.193000000000005,35.727,27.298000000000002,1.0,1.0,E,E,30302010,325620,90,2844,3
1432,100781,2010,DEG,DI,4.0,4.0,EUR,1.3269,12,53,0.0,114.11399999999999,55.73,-1451.629,55.73,3964.777,0.0,91.556,232.208,0.0,0.0,0.0,232.208,106.15100000000001,232.208,2088.542,25.211,14465.864,66.8688,3686.1279999999997,875.755,875.755,6724.729,6724.729,2131.002,1005.79,1066.828,423.281,1122.557,762.9680000000001,348.974,7.961,1.3259999999999998,0.0,0.0,2.654,1121.231,20397.107,101.16,101.555,100.566,100.271,67.672,0.66,0.0,,983.232,0.0,0.0,0.0,0.0,0.0,816.044,128.709,,0.0,762.9680000000001,149.939,,126.056,122.075,3516.285,985.887,1719.662,-1.327,0.0,758.987,5178.891,762.9689999999999,5178.891,0.0,0.0,0.0,0.0,213.632,213.63099999999997,0.0,0.0,213.63099999999997,1362.727,2121.714,138.622,7.54,7.55,7.6,7.62,0.0,0.0,0.0,0.0,0.0,13.27,124.729,0.0,-62.364,-455.12699999999995,310.494,310.494,3752.473,7381.545,762.9680000000001,762.9680000000001,764.294,762.9680000000001,764.294,10242.341,4593.727,841.2539999999999,3.9810000000000003,,-143.305,1937.273,18.577,0.0,268.034,19.904,-882.3889999999999,61.038000000000004,,821.3510000000001,299.88,299.88,3082.389,0.0,420.62699999999995,420.62699999999995,14465.864,7739.808000000001,0.0,1.327,1.327,1.3259999999999998,356.936,1102.654,0.0,761.6410000000001,761.6410000000001,19.904,19.904,21.23,1747.527,1362.727,2121.714,7.63,7.57,1089.385,0.0,0.0,0.0,0.0,10586.008999999998,5407.118,10657.661,0.0,0.0,0.0,0.0,34.499,0.0,0.0,0.0,0.0,0.0,0.0,3049.216,0.0,-45.115,-51.748999999999995,34.499,846.562,-1451.629,810.7360000000001,4545.96,27778.652000000002,27778.652000000002,6724.729,-45.115,19.904,757.7919999999999,7.5,7.57,-3.9810000000000003,0.0,42.461000000000006,6726.056,78.28699999999999,78.28699999999999,0.9890000000000001,0.0,0.0,720.507,126.056,0.0,0.0,,299.879,720.507,,-594.451,126.056,720.507,,22.557,,1.327,325.091,0.0,882.388,521.471,-1.327,-1.327,289.265,25656.938,5259.831,11,445110.0,5411.0,8627711.0,1.9446,1.9446,73.71,85.42,65.69,4.0,8627711.0,1.9446,1.9446,73.71,85.42,65.69,4.0,4.0,Y,Y,30101030,445110,90,5411,0
1433,100781,2011,DEG,DI,4.0,4.0,EUR,1.2973,12,53,0.0,241.298,168.649,-1347.895,168.649,4108.549,0.0,90.811,228.325,0.0,0.0,0.0,228.325,-50.595,228.325,2392.22,766.704,15881.546999999999,69.7678,3612.9809999999998,875.679,875.679,7026.177,7026.177,1541.192,560.434,709.6239999999999,-422.92,669.4069999999999,616.2180000000001,67.459,-3.892,-1.297,0.0,-12.972999999999999,2.595,670.704,20276.799,101.426,101.89200000000001,100.708,100.684,66.16199999999999,0.65,0.0,,972.975,0.0,0.0,0.0,0.0,0.0,1340.111,193.298,,0.0,616.2180000000001,271.13599999999997,529.299,132.325,359.352,3910.062,975.57,1657.9489999999998,0.0,0.0,756.326,5708.12,760.2180000000001,5708.12,0.0,0.0,0.0,0.0,224.433,225.73,0.0,0.0,225.73,1066.38,1822.7060000000001,159.856,6.07,6.07,6.12,6.12,0.0,0.0,0.0,0.0,0.0,-27.243000000000002,118.054,0.0,-15.568,-189.40599999999998,249.082,249.082,4375.793,7257.096,616.2180000000001,616.2180000000001,616.2180000000001,616.2180000000001,616.2180000000001,10954.401000000002,5484.985,1109.192,2.595,254.271,-190.704,2228.76,-101.189,0.0,150.487,27.243000000000002,-1641.085,149.19,,931.462,358.055,358.055,3667.467,0.0,448.866,448.866,15881.546999999999,8837.208,0.0,18.162,18.162,0.0,411.244,1176.651,0.0,616.2180000000001,616.2180000000001,32.433,32.433,77.83800000000001,1434.8139999999999,1066.38,1822.7060000000001,6.15,6.1,818.596,-10.12,-0.1,-0.1,0.0,11617.321000000002,5909.201,11839.16,0.0,0.0,0.0,0.0,25.945999999999998,0.0,0.0,0.0,0.0,0.0,0.0,3431.3590000000004,0.0,-60.973,-12.972999999999999,80.433,928.867,-1347.895,835.461,4840.227,27533.895,27533.895,7026.177,-60.973,129.73,597.665,5.88,5.93,-12.972999999999999,0.0,16.865,7044.339,84.325,84.325,1.1840000000000002,0.0,0.0,810.813,124.541,0.0,0.0,63.568000000000005,63.568000000000005,810.813,,-686.2719999999999,,,,72.649,99.89200000000001,12.972999999999999,202.378,0.0,441.082,573.4069999999999,0.0,0.0,267.244,25711.189,5434.39,11,445110.0,5411.0,8817311.0,2.503804,2.503804,56.35,88.86,54.72,4.0,8817311.0,2.503804,2.503804,56.35,88.86,54.72,4.0,1.0,Y,Y,30101030,445110,90,5411,0
1434,100781,2012,DEG,DI,4.0,4.0,EUR,1.3186,12,53,0.0,181.96599999999998,77.797,-1553.3110000000001,77.797,4244.573,0.0,101.53200000000001,267.676,0.0,0.0,0.0,267.676,11.867,267.676,2484.242,15.822000000000001,15738.81,67.8535,3680.212,785.8860000000001,785.8860000000001,6844.853,6844.853,1521.665,1228.935,1351.565,660.6189999999999,-67.249,135.816,-184.604,5.274,-3.9560000000000004,0.0,-15.823,-7.912000000000001,-63.293,22458.395,101.134,101.921,100.87700000000001,100.777,67.249,0.66,0.0,,888.7360000000001,0.0,0.0,0.0,0.0,0.0,1872.412,287.455,,0.0,167.46200000000002,287.455,818.8510000000001,21.098000000000003,814.895,3856.905,919.064,1362.114,-29.009,-21.098000000000003,850.497,6027.321,857.09,6027.321,0.0,0.0,0.0,0.0,237.34799999999998,233.392,0.0,0.0,233.392,738.416,1588.9129999999998,157.91,1.37,1.66,1.38,1.67,0.0,0.0,0.0,0.0,0.0,-10.549000000000001,56.7,0.0,-31.646,-345.473,299.322,299.322,4205.016,7682.164000000001,167.46200000000002,167.46200000000002,164.825,167.46200000000002,164.825,10704.395,5323.188,1118.172,2.637,301.959,383.713,1847.359,-65.93,0.0,192.516,1.319,-839.948,122.63,,894.0110000000001,317.783,317.783,3690.761,0.0,592.052,592.052,15738.81,8891.32,0.0,2.637,2.637,-2.637,411.403,994.2239999999999,0.0,138.453,138.453,25.053,25.053,0.0,1856.589,738.416,1588.9129999999998,3.13,3.12,196.47099999999998,3.428,0.03,0.03,0.0,11738.178,5710.857,11738.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3175.1890000000003,,-79.116,97.57600000000001,46.151,863.683,-1553.3110000000001,789.841,4807.616,30140.558999999997,30140.558999999997,6844.853,-79.116,29.009,297.73900000000003,2.94,2.96,-224.162,0.0,-1.319,6847.49,77.797,77.797,1.044,0.0,0.0,751.602,117.355,0.0,0.0,,-40.876999999999995,751.602,,-634.247,,,,25.053,139.77200000000002,27.691,31.646,0.0,553.812,576.2280000000001,-29.009,-29.009,342.836,28551.646,6093.251,11,445110.0,5411.0,11600610.0,2.1652,2.1652,40.55,59.6,32.11,4.0,11600610.0,2.1652,2.1652,40.55,59.6,32.11,4.0,1.0,Y,Y,30101030,445110,90,5411,0
1435,100781,2013,DEG,DI,4.0,4.0,EUR,1.3779,12,53,344.475,538.758,95.075,-1861.543,439.55,5051.380999999999,0.0,119.87700000000001,155.703,0.0,0.0,0.0,155.703,361.01,155.703,2746.1540000000005,-17.913,15978.128,68.9977,3877.4109999999996,669.659,669.659,6985.953,6985.953,1900.124,1583.207,1791.27,311.405,19.291,252.15599999999998,-235.62,0.0,5.5120000000000005,0.0,9.645,-6.89,13.779000000000002,21853.494,101.57,102.45,101.249,101.029,70.273,0.69,0.0,,764.735,0.0,0.0,0.0,0.0,0.0,1813.316,395.457,,0.0,305.894,400.969,9.645,19.29,303.138,3454.395,795.048,1252.511,-59.25,-16.535,793.67,5944.2609999999995,825.362,5944.2609999999995,0.0,0.0,0.0,0.0,195.662,195.662,0.0,0.0,195.662,934.216,1727.886,160.88299999999998,2.43,3.02,2.44,3.03,0.0,0.0,0.0,5.5120000000000005,-5.511,-38.582,84.052,0.0,-1.3780000000000001,-494.666,304.51599999999996,304.51599999999996,4077.2059999999997,7381.41,305.894,305.894,311.405,305.894,311.405,10448.615,5085.829000000001,1008.623,0.0,272.824,-103.34200000000001,1864.299,-42.715,33.07,177.74900000000002,75.785,-788.159,208.063,-17.913,1121.611,399.591,399.591,4329.362,0.0,588.363,588.363,15978.128,8983.908000000001,0.0,8.267000000000001,8.267000000000001,5.511,370.655,770.2460000000001,0.0,246.644,246.644,17.913,17.913,5.5120000000000005,1632.8120000000001,934.216,1727.886,4.75,4.73,417.50300000000004,-4.477,-0.04,-0.04,0.0,11418.657,5474.396,11418.657,0.0,0.0,0.0,0.0,20.668000000000003,0.0,0.0,0.0,0.0,0.0,0.0,3129.21,,-75.785,-1.3780000000000001,35.825,857.054,-1861.543,815.717,5066.538,29234.904,29234.904,6985.953,-75.785,,403.52,3.98,4.0,-263.18,0.0,16.535,6994.22,90.941,90.941,1.2009999999999998,0.0,0.0,611.788,97.831,0.0,0.0,,-101.965,611.788,,-513.957,,,,60.628,148.813,5.5120000000000005,106.098,0.0,722.0189999999999,722.02,-59.25,-59.25,271.44599999999997,27507.017999999996,5653.524,11,445110.0,5411.0,12672978.0,1.81244,1.81244,59.42,71.61,40.16,4.0,12672978.0,1.81244,1.81244,59.42,71.61,40.16,4.0,1.0,Y,Y,30101030,445110,90,5411,0
