,gvkey,fyear,tic,acctstd,ajex,ajp,curncd,currtr,pddur,src,acdo,aco,acodo,acominc,acox,act,aldo,am,ao,aocidergl,aociother,aocipen,aodo,aoloch,aox,ap,aqc,at,bkvlps,caps,capx,capxv,ceq,ceql,ceqt,ch,che,chech,ci,cibegni,cicurr,cidergl,cimii,ciother,cipen,cisecgl,citotal,cogs,cshfd,cshi,csho,cshpri,cstk,cstkcv,cstke,dc,dclo,dcom,dcpstk,dcvsr,dcvsub,dcvt,dd,dd1,dd2,diladj,dilavx,dlc,dltis,dlto,dltr,dltt,dm,dn,do,donr,dp,dpact,dpc,dpvieb,drc,drlt,ds,dudd,dv,dvc,dvp,dvpa,dvt,ebit,ebitda,emp,epsfi,epsfx,epspi,epspx,esopct,esopnr,esopt,esub,esubc,exre,fatc,fatn,fiao,fincf,fopo,fopox,gdwl,gp,ib,ibadj,ibc,ibcom,ibmii,icapt,intan,intano,intc,intpn,invch,invt,ivaco,ivaeq,ivao,ivch,ivncf,ivst,ivstch,lco,lcox,lcoxdr,lct,lifr,lo,loxdr,lse,lt,mib,mibn,mibt,mii,mrc1,mrcta,msa,ni,niadj,nopi,nopio,np,oancf,oiadp,oibdp,opeps,oprepsx,pi,pnca,pncad,pncaeps,pnrsho,ppegt,ppent,ppeveb,prca,prcad,prcaeps,prsho,prstkc,pstk,pstkc,pstkl,pstkn,pstkr,pstkrv,re,rea,reajo,recch,recco,rect,recta,rectr,reuna,revt,sale,seq,seqo,siv,spce,spced,spceeps,spi,sppiv,sstk,teq,tstk,tstkc,tstkn,txbco,txbcof,txdb,txdba,txdbca,txdbcl,txdc,txdi,txditc,txfo,txndb,txndba,txndbl,txo,txp,txpd,txr,txt,txw,wcap,xacc,xido,xidoc,xint,xopr,xsga,exchg,naicsh,sich,cshtr_c,dvpsp_c,dvpsx_c,prcc_c,prch_c,prcl_c,adjex_c,cshtr_f,dvpsp_f,dvpsx_f,prcc_f,prch_f,prcl_f,adjex_f,auop,ceoso,cfoso,gsubind,naics,priusa,sic,stko
1958,179894,2012,URBF,DS,1.0,1.0,USD,1.0,12,8,0.0,0.012,0.012,0.0,0.012,0.036000000000000004,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.003,0.0,0.17600000000000002,0.0,0.191,-0.0035,0.258,0.07200000000000001,0.07200000000000001,-0.205,-0.205,-0.23800000000000002,0.024,0.024,-0.009000000000000001,-0.353,-0.353,0.0,0.0,0.0,0.0,0.0,0.0,-0.353,0.0,57.096000000000004,58.824,58.824,57.096000000000004,0.059000000000000004,0.001,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.353,0.19899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.024,0.017,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.332,-0.315,0.0,-0.01,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.261,0.09300000000000001,0.09300000000000001,0.0,0.0,-0.353,-0.353,-0.353,-0.353,-0.353,-0.205,0.033,0.033,0.0,0.0,0.0,0.0,-0.033,0.0,0.0,0.0,-0.105,0.0,0.0,0.021,0.021,0.021,0.396,0.0,0.0,0.0,0.191,0.396,0.0,0.0,0.0,0.0,,,0.0,-0.353,-0.353,0.005,0.005,0.19899999999999998,-0.165,-0.332,-0.315,-0.01,-0.01,-0.353,0.0,0.0,0.0,0.0,0.142,0.11800000000000001,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.522,0.0,0.004,0.0,0.0,0.0,0.0,0.0,-0.526,0.0,0.0,-0.205,0.004,0.0,-0.353,-0.01,-0.01,-0.003,0.0,0.125,-0.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36,,0.0,0.0,0.023,0.315,0.315,19,111.0,100.0,19111670.0,0.0,0.0,0.055,0.11900000000000001,0.008,1.0,10829779.0,0.0,0.0,0.019,3.5,0.015,1.0,4.0,Y,Y,30202010,111,1,100,3
1960,179894,2013,URBF,DS,1.0,1.0,USD,1.0,12,53,0.0,0.016,0.016,0.0,0.016,0.055999999999999994,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.222,0.0,0.21600000000000003,0.0,0.341,-0.002,1.7690000000000001,0.122,0.122,-0.303,-0.303,-0.33799999999999997,0.028999999999999998,0.028999999999999998,0.006,-1.699,-1.699,0.0,0.0,0.0,0.0,0.0,0.0,-1.699,0.001,135.47299999999998,153.546,153.546,135.47299999999998,0.154,0.001,0.0,0.003,0.0,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.699,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.052000000000000005,0.024,0.052000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.28,-1.256,0.0,-0.01,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009000000000000001,0.5720000000000001,0.992,0.992,0.0,0.005,-1.699,-1.699,-1.699,-1.699,-1.699,-0.303,0.035,0.035,0.0,0.0,-0.001,0.001,0.0,0.0,0.0,0.0,-0.122,0.0,0.0,0.008,0.008,0.008,0.644,0.0,0.0,0.0,0.341,0.644,0.0,0.0,0.0,0.0,,,0.0,-1.699,-1.699,-0.271,-0.271,0.42,-0.444,-1.28,-1.256,-0.01,-0.01,-1.699,0.0,0.0,0.0,0.0,0.299,0.247,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.226,0.0,0.0,-0.01,0.009000000000000001,0.01,0.0,0.001,-2.226,0.006,0.006,-0.303,0.0,0.0,-1.699,-0.01,-0.01,-0.002,0.0,0.484,-0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.588,,0.0,0.0,0.146,1.262,1.261,19,111.0,100.0,47172807.0,0.0,0.0,0.0319,0.165,0.01,1.0,50829247.0,0.0,0.0,0.015,0.165,0.008,1.0,4.0,Y,Y,30202010,111,1,100,3
1962,180833,2010,MJN,DS,1.0,1.0,USD,1.0,12,5,0.0,129.1,129.1,-64.6,129.1,1449.0,0.0,10.1,95.8,-1.8,18.7,-92.2,95.8,37.4,95.8,365.8,0.0,2293.1,-1.7948,-775.6,172.4,172.4,-367.4,-367.4,-565.2,595.6,595.6,34.5,479.2,458.2,5.5,1.1,5.5,0.0,14.4,0.0,473.7,1084.9,205.1,204.8,204.7,204.7,2.0,0.01,-1.4,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,,0.3,0.0,451.3,1.2,30.0,0.0,47.0,1532.5,1.7,1532.5,0.0,0.0,64.7,526.3,64.7,526.3,37.0,2.1,0.0,0.0,179.6,184.8,0.0,0.0,184.8,778.4,843.1,6.5,2.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,0.0,1.3,44.5,0.0,8.9,-306.4,-20.4,-20.4,117.5,2056.7,452.7,451.3,458.2,452.7,458.2,1174.2,197.8,80.3,2.6,51.5,-40.4,356.7,0.0,0.0,0.0,5.5,-174.6,0.0,0.0,570.9,83.3,46.3,976.1,0.0,100.2,98.1,2293.1,2651.4,0.0,9.1,9.1,5.5,24.5,23.4,0.0,452.7,451.3,0.7,-3.9,1.2,514.2,778.4,843.1,2.48,2.48,634.3,9.945,0.05,0.05,0.0,1076.8,550.5,1076.8,0.65,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,409.4,0.0,-75.3,-34.8,46.2,367.6,10.7,305.8,474.0,3141.6,3141.6,-367.4,0.0,0.0,467.875,2.28,2.28,-89.0,0.0,2.1,-358.3,3.2,3.2,0.1,0.0,0.0,42.6,13.4,97.9,,19.2,19.2,42.6,114.9,68.7,137.3,68.6,0.0,38.2,217.7,15.6,176.1,0.0,472.9,487.6,0.0,0.0,55.8,2298.5,1213.6,11,311514.0,2020.0,431935937.0,0.875,0.9,62.25,63.38,43.5,1.0,431935937.0,0.875,0.9,62.25,63.38,43.5,1.0,4.0,Y,Y,30202030,311514,1,2020,0
1964,180833,2011,MJN,DS,1.0,1.0,USD,1.0,12,5,0.0,158.6,158.6,-133.1,158.6,1889.7,0.0,18.1,91.9,4.3,18.7,-144.2,91.9,12.6,91.9,488.1,0.0,2766.8,-0.8792,-728.4,109.5,109.5,-179.1,-179.1,-388.2,840.3,840.3,244.7,450.6,519.0,-22.5,6.1,10.6,0.0,-52.0,0.0,440.0,1287.0,205.0,205.1,203.7,204.3,2.1,0.01,-1.4,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.9,0.0,507.1,0.0,0.0,0.0,0.0,1531.9,3.1,1531.9,0.0,0.0,75.3,530.2,75.3,530.2,47.0,0.0,0.0,0.0,205.7,212.5,0.0,0.0,212.5,870.1,945.4,6.6,2.47,2.47,2.48,2.48,0.0,0.0,0.0,0.0,0.0,-0.3,53.8,0.0,14.9,-275.2,32.5,32.5,117.5,2390.0,508.5,507.1,519.0,508.5,519.0,1363.9,209.1,91.6,0.2,61.4,-183.3,534.9,0.0,0.0,0.0,4.7,-112.6,0.0,0.0,629.4,100.3,53.3,1200.1,0.0,197.6,197.6,2766.8,2934.8,0.0,11.1,11.1,10.5,33.5,26.8,0.0,508.5,507.1,8.2,0.2,0.0,632.8,870.1,945.4,2.83,2.82,721.9,7.735,0.04,0.04,0.0,1106.3,576.1,1106.3,0.975,0.0,0.0,0.0,87.7,0.0,0.0,0.0,0.0,0.0,0.0,636.9,0.0,-121.2,-7.9,44.9,355.9,-11.9,307.7,770.0,3677.0,3677.0,-179.1,0.0,0.0,527.055,2.56,2.58,-96.0,0.0,4.5,-168.0,89.7,89.7,1.4,0.0,0.0,5.2,16.5,118.5,,-33.3,-33.3,5.2,144.2,129.4,212.7,83.3,0.0,82.6,174.3,3.3,202.9,0.0,689.6,529.1,0.0,0.0,60.4,2731.6,1444.6,11,311514.0,2020.0,407900203.0,1.005,1.04,68.73,76.91,55.12,1.0,407900203.0,1.005,1.04,68.73,76.91,55.12,1.0,1.0,Y,Y,30202030,311514,1,2020,0
1966,180833,2012,MJN,DS,1.0,1.0,USD,1.0,12,5,0.0,146.4,146.4,-187.0,146.4,2015.0,0.0,21.1,152.8,-4.1,18.7,-168.3,152.8,-14.8,152.8,508.5,106.1,3258.2,0.0923,-676.6,124.4,124.4,18.7,18.7,-381.8,1042.1,1042.1,201.8,558.5,612.4,-21.4,-8.4,7.9,0.0,-24.1,0.0,550.6,1408.4,204.475,206.0,202.5,203.6,2.1,0.01,-1.4,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,,500.8,0.0,603.1,187.0,0.0,0.0,52.6,1523.2,2.7,1523.2,0.0,0.0,76.9,568.2,76.9,568.2,36.1,0.0,0.0,0.0,236.7,244.7,0.0,0.0,244.7,909.9,986.8,6.8,2.95,2.95,2.96,2.96,0.0,0.0,0.0,0.0,0.0,5.4,150.4,0.0,-7.6,-267.5,5.7,5.7,270.6,2492.9,604.5,603.1,612.4,604.5,612.4,1588.5,400.5,129.9,0.6,74.9,109.8,435.9,6.5,0.0,0.0,6.3,-228.8,0.0,0.0,632.6,97.4,61.3,1369.9,0.0,283.9,283.9,3258.2,3192.9,36.3,10.3,46.6,7.9,38.5,33.8,0.0,604.5,603.1,1.1,-4.8,187.0,692.7,909.9,986.8,3.09,3.08,805.0,13.0,0.06,0.06,0.0,1258.1,689.9,1258.1,1.105,0.01,0.01,0.0,154.9,0.0,0.0,0.0,0.0,0.0,0.0,937.8,0.0,-153.7,-8.5,42.2,390.6,-33.3,322.4,1124.8,3901.3,3901.3,18.7,0.0,0.0,614.8,3.01,3.02,-34.5,-6.5,23.3,29.0,244.6,244.6,3.5,0.0,,15.9,24.5,86.4,,17.1,17.1,15.9,139.7,94.1,196.7,102.6,0.0,41.8,226.8,26.0,192.6,0.0,645.1,535.2,0.0,0.0,71.5,2914.5,1506.1,11,311514.0,2020.0,449709108.0,1.16,1.2,65.89,88.72,61.27,1.0,449709108.0,1.16,1.2,65.89,88.72,61.27,1.0,4.0,Y,Y,30202030,311514,1,2020,0
1968,180833,2013,MJN,DS,1.0,1.0,USD,1.0,12,5,0.0,132.2,132.2,-203.5,132.2,2118.1,0.0,19.4,194.2,15.4,0.0,-135.3,194.2,48.4,194.2,566.8,0.0,3474.1,1.4446,-625.3,240.4,240.4,291.8,291.8,-2.5,1050.8,1050.8,8.7,626.1,654.9,-81.3,19.5,-6.9,0.0,33.0,0.0,633.0,1449.7,203.1,206.8,202.0,202.4,2.1,0.01,-1.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,505.6,,0.0,648.3,507.6,0.0,0.0,27.6,1009.1,,1009.1,0.0,0.0,83.1,607.1,83.1,607.1,46.6,0.0,0.0,0.0,267.7,275.7,0.0,0.0,275.7,1004.6,1087.7,7.2,3.19,3.19,3.2,3.2,0.0,0.0,0.0,0.0,0.0,-11.7,260.9,0.0,-9.5,-545.7,61.3,61.3,196.8,2751.0,649.5,648.3,654.9,649.5,654.9,1359.3,294.3,97.5,5.7,72.0,-108.2,534.8,0.0,0.0,0.0,2.7,-240.5,0.0,0.0,650.8,115.9,69.3,1781.3,0.0,318.2,318.2,3474.1,3123.9,49.7,8.7,58.4,5.4,36.4,22.3,0.0,649.5,648.3,-20.9,-29.5,2.0,806.6,1004.6,1087.7,3.41,3.4,874.0,12.74,0.06,0.06,0.0,1474.6,867.5,1474.6,0.975,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1266.9,0.0,-119.9,-37.7,55.2,400.3,-83.6,329.2,1470.4,4200.7,4200.7,291.8,0.0,0.0,667.995,3.28,3.29,-44.8,0.0,23.6,300.5,351.9,351.9,4.8,0.0,,15.3,37.0,75.3,0.4,7.0,7.0,15.3,130.6,96.6,174.8,78.2,0.0,56.1,159.3,15.9,219.1,0.0,336.8,534.9,0.0,0.0,64.9,3113.0,1663.3,11,311514.0,2020.0,433800734.0,1.32,1.36,83.76,86.87,65.38,1.0,433800734.0,1.32,1.36,83.76,86.87,65.38,1.0,1.0,Y,Y,30202030,311514,1,2020,0
1970,180866,2010,MYOS,DS,0.02,0.02,USD,1.0,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.0011,0.031,0.0,0.0,-0.054000000000000006,-0.054000000000000006,-0.054000000000000006,0.0,0.0,0.0,-0.017,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,-0.017,0.0,49.0,49.0,49.0,49.0,0.049,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.03,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.036000000000000004,0.0,0.0,0.0,0.0,-0.017,-0.017,-0.017,-0.017,-0.017,-0.054000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.045,0.045,0.054000000000000006,0.0,0.0,0.0,0.0,0.054000000000000006,0.0,0.0,0.0,0.0,,,0.0,-0.017,-0.017,0.0,0.0,0.008,-0.036000000000000004,-0.03,-0.03,0.0,0.0,-0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.134,,0.0,0.0,0.0,0.0,0.0,0.0,-0.134,0.0,0.0,-0.054000000000000006,0.0,0.0,-0.017,0.0,0.0,0.013000000000000001,0.0,0.0,-0.054000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054000000000000006,,0.0,0.0,0.0,0.03,0.03,14,325412.0,2834.0,163517.0,0.0,0.0,0.5,2.45,0.0321428571428571,0.02,163517.0,0.0,0.0,0.5,2.45,0.0321428571428571,0.02,1.0,Y,Y,30302010,325412,1,2834,0
1972,180866,2011,MYOS,DS,0.02,0.02,USD,1.0,12,5,0.0,0.18899999999999997,0.18899999999999997,0.0,0.18899999999999997,0.795,0.0,0.0,0.01,0.0,0.0,0.0,0.01,-0.09699999999999999,0.01,0.41200000000000003,0.0,2.8080000000000003,0.0071,6.138,0.003,0.003,0.474,0.474,-1.526,0.061,0.061,0.061,-5.597,-5.597,0.0,0.0,0.0,0.0,0.0,0.0,-5.597,0.05,61.673,66.814,66.814,61.673,0.067,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.597,0.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.596,-4.596,0.002,-0.09,-0.09,-0.09,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,2.67,3.6519999999999997,3.6519999999999997,0.0,0.049,-5.597,-5.597,-5.597,-5.597,-5.597,0.474,2.0,2.0,0.0,0.0,-0.526,0.527,-0.45,0.0,0.0,0.0,-0.45299999999999996,0.0,0.0,0.151,0.151,0.151,1.4609999999999999,0.0,0.873,0.873,2.8080000000000003,2.334,0.0,0.0,0.0,0.0,,,0.0,-5.597,-5.597,1.6969999999999998,1.6969999999999998,0.898,-2.156,-4.596,-4.596,-0.05,-0.05,-5.597,0.0,0.0,0.0,0.0,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.731,0.0,0.0,-0.018000000000000002,0.0,0.018000000000000002,0.0,0.018000000000000002,-5.731,0.099,0.099,0.474,0.0,0.0,-2.935,-0.05,-0.05,-2.662,0.0,2.481,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,-0.6659999999999999,,0.0,0.0,0.036000000000000004,4.695,4.645,14,325412.0,2834.0,11695346.0,0.0,0.0,0.105,2.0,0.065,0.02,11695346.0,0.0,0.0,0.105,2.0,0.065,0.02,1.0,Y,Y,30302010,325412,1,2834,0
1974,180866,2012,MYOS,DS,0.02,0.02,USD,1.0,12,5,0.0,0.084,0.084,0.0,0.084,4.484,0.0,,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.209,0.0,6.529,0.0563,15.734000000000002,0.006999999999999999,0.006999999999999999,6.1979999999999995,6.1979999999999995,4.1610000000000005,3.98,3.98,3.918,-3.9139999999999997,-3.9139999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-3.9139999999999997,0.862,92.0,110.03299999999999,110.03299999999999,92.0,0.11,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9139999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.07,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.035,-3.034,0.004,-0.04,-0.04,-0.04,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.179,6.307,1.617,1.617,0.0,0.05,-3.9139999999999997,-3.9139999999999997,-3.9139999999999997,-3.9139999999999997,-3.9139999999999997,6.1979999999999995,2.037,2.037,0.0,0.016,0.308,0.218,-0.036000000000000004,0.0,0.0,0.0,-0.043,0.0,0.0,0.0,0.0,0.0,0.209,0.0,0.122,0.122,6.529,0.331,0.0,0.0,0.0,0.0,0.04,0.0,0.0,-3.9139999999999997,-3.9139999999999997,-0.006999999999999999,-0.016,0.0,-2.346,-3.035,-3.034,-0.03,-0.03,-3.9139999999999997,0.0,0.0,0.0,0.0,0.009000000000000001,0.008,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.646,0.0,0.0,-0.184,0.0,0.20199999999999999,0.0,0.20199999999999999,-9.646,0.912,0.912,6.1979999999999995,0.0,0.0,-3.9139999999999997,-0.04,-0.04,-0.7609999999999999,0.0,6.882000000000001,6.1979999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,4.275,,0.0,0.0,0.111,3.946,3.0839999999999996,14,325412.0,2834.0,51207692.0,0.0,0.0,0.22,0.495,0.057,0.02,51207692.0,0.0,0.0,0.22,0.495,0.057,0.02,1.0,Y,Y,30302010,325412,1,2834,0
1976,180866,2013,MYOS,DS,0.02,0.02,USD,1.0,12,5,0.0,0.215,0.215,0.0,0.215,1.454,0.0,,0.0,0.0,0.0,0.0,0.0,-0.061,0.0,0.496,0.0,3.8360000000000003,0.03,17.137999999999998,0.373,0.373,3.34,3.34,1.3019999999999998,0.451,0.451,-3.528,-4.263,-4.263,0.0,0.0,0.0,0.0,0.0,0.0,-4.263,1.484,110.65100000000001,111.35,111.35,110.65100000000001,0.111,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037000000000000005,0.039,0.037000000000000005,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2669999999999995,-4.23,0.005,-0.04,-0.04,-0.04,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3630000000000002,1.3630000000000002,0.0,1.834,-4.263,-4.263,-4.263,-4.263,-4.263,3.34,2.0380000000000003,2.0380000000000003,0.0,0.0,0.076,0.14300000000000002,-0.002,0.0,0.0,0.0,-0.375,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,0.0,3.8360000000000003,0.496,0.0,0.0,0.0,0.0,0.059000000000000004,0.0,0.0,-4.263,-4.263,0.004,0.0,0.0,-3.153,-4.2669999999999995,-4.23,-0.04,-0.04,-4.263,0.0,0.0,0.0,0.0,0.38299999999999995,0.344,0.38299999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.909,0.0,0.0,-0.44299999999999995,0.0,0.645,0.0,0.645,-13.909,3.318,3.318,3.34,0.0,0.0,-4.263,-0.04,-0.04,0.0,0.0,0.0,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.016,0.0,0.0,0.002,0.0,0.0,0.0,0.958,,0.0,0.0,0.0,7.547999999999999,6.064,14,325412.0,2834.0,42270025.0,0.0,0.0,0.15,0.24,0.075,0.02,42270025.0,0.0,0.0,0.15,0.24,0.075,0.02,1.0,Y,Y,30302010,325412,1,2834,0
1978,181970,2010,STVF,DS,1.0,1.0,USD,1.0,12,5,0.0,0.001,0.0,0.0,0.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.009000000000000001,0.0,0.011000000000000001,-0.0117,0.017,0.0,0.0,-0.086,-0.086,-0.086,0.01,0.01,0.009000000000000001,-0.035,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,-0.035,0.0,7.35,7.35,7.35,7.35,0.006999999999999999,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035,0.08199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.03,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,-0.035,-0.035,-0.035,-0.035,-0.035,-0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.006,0.09699999999999999,0.0,0.0,0.0,0.011000000000000001,0.09699999999999999,0.0,0.0,0.0,0.0,,,0.0,-0.035,-0.035,0.0,0.0,0.08199999999999999,-0.026000000000000002,-0.03,-0.03,0.0,0.0,-0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,-0.086,0.0,0.0,-0.035,0.0,0.0,0.0,0.0,0.0,-0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.086,,0.0,0.0,0.005,0.03,0.03,19,212.0,1000.0,,0.0,0.0,,,,1.0,,0.0,0.0,,,,1.0,4.0,Y,Y,30202010,311999,1,2090,3
1980,181970,2011,STVF,DS,1.0,1.0,USD,1.0,12,8,0.0,0.003,0.002,0.0,0.002,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.535,-0.0009,1.331,0.0,0.0,-0.049,-0.049,-0.049,0.532,0.532,0.522,-1.321,-1.321,0.0,0.0,0.0,0.0,0.0,0.0,-1.321,0.0,51.451,51.65,51.65,51.451,0.052000000000000005,0.001,0.0,0.0,0.0,0.0,0.27699999999999997,0.27699999999999997,0.0,0.27699999999999997,0.0,0.0,,0.0,-1.321,0.19699999999999998,0.45,0.0,0.0,0.27699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.262,-1.262,0.004,-0.03,-0.03,-0.03,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.765,0.985,0.985,0.0,0.0,-1.321,-1.321,-1.321,-1.321,-1.321,0.228,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,-0.001,0.0,0.0,0.019,0.019,0.019,0.307,0.0,0.0,0.0,0.535,0.584,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,-1.321,-1.321,-0.003,-0.003,0.19699999999999998,-0.242,-1.262,-1.262,-0.02,-0.02,-1.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.432,0.0,0.0,-0.049,0.0,0.0,-1.321,-0.03,-0.03,-0.038,0.0,0.2,-0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228,,0.0,0.0,0.018000000000000002,1.262,1.262,19,311999.0,2090.0,0.0,0.0,0.0,,,,1.0,50904066.0,0.0,0.0,1.59,3.28,0.68,1.0,4.0,Y,Y,30202010,311999,1,2090,3
